country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),generation
Russian Federation,2006,female,5-14 years,75,6808787,0.0,989930542279,Generation Z
Russian Federation,2007,male,75+ years,166,2015773,0.0,1299705247686,Generation A
Russian Federation,2007,male,25-34 years,7483,10843276,0.0,1299705247686,Millennials
Russian Federation,2007,male,35-54 years,1365,20173873,0.0,1299705247686,Generation X
Russian Federation,2007,male,55-74 years,6151,10209479,0.0,1299705247686,Boomers
Russian Federation,2007,male,15-24 years,5257,11862129,0.0,1299705247686,Millennials
Russian Federation,2007,female,75+ years,1358,5710937,0.0,1299705247686,Generation A
Russian Federation,2007,female,55-74 years,1738,15620091,0.0,1299705247686,Boomers
Russian Federation,2007,female,35-54 years,2176,22379725,0.0,1299705247686,Generation X
Russian Federation,2007,female,25-34 years,151,10944247,0.0,1299705247686,Millennials
Russian Federation,2007,female,15-24 years,949,11502702,0.0,1299705247686,Millennials
Russian Federation,2007,male,5-14 years,192,6911384,0.0,1299705247686,Generation Z
Russian Federation,2007,female,5-14 years,69,6605348,0.0,1299705247686,Generation Z
Russian Federation,2008,male,75+ years,1712,2029226,0.0,1660844408500,Generation A
Russian Federation,2008,male,25-34 years,686,11091377,0.0,1660844408500,Millennials
Russian Federation,2008,male,35-54 years,11848,20041975,0.0,1660844408500,Generation X
Russian Federation,2008,male,55-74 years,5855,10403205,0.0,1660844408500,Boomers
Russian Federation,2008,male,15-24 years,4863,11377099,0.0,1660844408500,Millennials
Russian Federation,2008,female,75+ years,1285,5714841,0.0,1660844408500,Generation A
Russian Federation,2008,female,55-74 years,1613,15906813,0.0,1660844408500,Boomers
Russian Federation,2008,female,35-54 years,24,22229346,0.0,1660844408500,Generation X
Russian Federation,2008,female,25-34 years,981,11179123,0.0,1660844408500,Millennials
Russian Federation,2008,female,15-24 years,916,11025088,0.0,1660844408500,Millennials
Russian Federation,2008,male,5-14 years,148,6848169,0.0,1660844408500,Generation Z
Russian Federation,2008,female,5-14 years,9,6539687,0.0,1660844408500,Generation Z
Russian Federation,2009,male,75+ years,1534,2012787,0.0,1222643696992,Generation A
Russian Federation,2009,male,25-34 years,7233,11373727,0.0,1222643696992,Millennials
Russian Federation,2009,male,35-54 years,11721,19901557,0.0,1222643696992,Generation X
Russian Federation,2009,male,55-74 years,5637,10645241,0.0,1222643696992,Boomers
Russian Federation,2009,male,15-24 years,4632,10819693,0.0,1222643696992,Millennials
Russian Federation,2009,female,75+ years,1133,5657810,0.0,1222643696992,Generation A
Russian Federation,2009,female,55-74 years,1519,16287675,0.0,1222643696992,Boomers
Russian Federation,2009,female,35-54 years,193,22050450,0.0,1222643696992,Generation X
Russian Federation,2009,female,25-34 years,986,11440839,0.0,1222643696992,Millennials
Russian Federation,2009,female,15-24 years,839,10472951,0.0,1222643696992,Millennials
Russian Federation,2009,male,5-14 years,166,6869835,0.0,1222643696992,Generation Z
Russian Federation,2009,female,5-14 years,78,6552868,0.0,1222643696992,Generation Z
Russian Federation,2010,male,75+ years,156,2023458,0.0,1524916112079,Generation A
Russian Federation,2010,male,25-34 years,658,11398127,0.0,1524916112079,Millennials
Russian Federation,2010,male,35-54 years,134,19786280,0.0,1524916112079,Generation X
Russian Federation,2010,male,55-74 years,5178,11174530,0.0,1524916112079,Boomers
Russian Federation,2010,male,15-24 years,3934,10546669,0.0,1524916112079,Millennials
Russian Federation,2010,female,75+ years,141,5711389,0.0,1524916112079,Generation A
Russian Federation,2010,female,55-74 years,1354,16921727,0.0,1524916112079,Boomers
Russian Federation,2010,female,25-34 years,893,11473939,0.0,1524916112079,Millennials
Russian Federation,2010,female,35-54 years,168,21894031,0.0,1524916112079,Generation X
Russian Federation,2010,female,15-24 years,763,10241329,0.0,1524916112079,Millennials
Russian Federation,2010,male,5-14 years,131,7012170,0.0,1524916112079,Generation Z
Russian Federation,2010,female,5-14 years,64,6682338,0.0,1524916112079,Generation Z
Russian Federation,2011,male,75+ years,1485,2093449,0.0,2051661732060,Generation A
Russian Federation,2011,male,25-34 years,611,11598196,0.0,2051661732060,Millennials
Russian Federation,2011,male,35-54 years,9411,19684905,0.0,2051661732060,Generation X
Russian Federation,2011,male,55-74 years,4892,11401026,0.0,2051661732060,Boomers
Russian Federation,2011,male,15-24 years,3569,10070836,0.0,2051661732060,Generation Z
Russian Federation,2011,female,75+ years,113,5829088,0.0,2051661732060,Generation A
Russian Federation,2011,female,15-24 years,74,9723773,0.0,2051661732060,Generation Z
Russian Federation,2011,female,55-74 years,13,17200185,0.0,2051661732060,Boomers
Russian Federation,2011,female,25-34 years,843,11638171,0.0,2051661732060,Millennials
Russian Federation,2011,female,35-54 years,1515,21733089,0.0,2051661732060,Generation X
Russian Federation,2011,male,5-14 years,12,7052757,0.0,2051661732060,Generation Z
Russian Federation,2011,female,5-14 years,67,6720399,0.0,2051661732060,Generation Z
Russian Federation,2012,male,75+ years,1486,2211989,0.0,2210256976945,Generation A
Russian Federation,2012,male,25-34 years,5762,11845892,0.0,2210256976945,Millennials
Russian Federation,2012,male,35-54 years,8755,19588712,0.0,2210256976945,Generation X
Russian Federation,2012,male,55-74 years,484,11597408,0.0,2210256976945,Boomers
Russian Federation,2012,male,15-24 years,3275,9484213,0.0,2210256976945,Generation Z
Russian Federation,2012,female,75+ years,195,6062562,0.0,2210256976945,Generation A
Russian Federation,2012,female,25-34 years,866,11827264,0.0,2210256976945,Millennials
Russian Federation,2012,female,35-54 years,1572,21564691,0.0,2210256976945,Generation X
Russian Federation,2012,female,55-74 years,1229,17375445,0.0,2210256976945,Boomers
Russian Federation,2012,female,15-24 years,627,9131383,0.0,2210256976945,Generation Z
Russian Federation,2012,male,5-14 years,17,7159170,0.0,2210256976945,Generation Z
Russian Federation,2012,female,5-14 years,65,6819793,0.0,2210256976945,Generation Z
Russian Federation,2013,male,75+ years,1549,2349484,0.0,2297128039058,Generation A
Russian Federation,2013,male,25-34 years,5825,12057910,0.0,2297128039058,Millennials
Russian Federation,2013,male,35-54 years,8815,19484117,0.0,2297128039058,Generation X
Russian Federation,2013,male,55-74 years,4644,11808589,0.0,2297128039058,Boomers
Russian Federation,2013,male,15-24 years,277,8908926,0.0,2297128039058,Generation Z
Russian Federation,2013,female,75+ years,1,6355318,0.0,2297128039058,Generation A
Russian Federation,2013,female,35-54 years,1454,21385188,0.0,2297128039058,Generation X
Russian Federation,2013,female,25-34 years,83,11984461,0.0,2297128039058,Millennials
Russian Federation,2013,female,55-74 years,1154,17517861,0.0,2297128039058,Boomers
Russian Federation,2013,female,15-24 years,511,8554683,0.0,2297128039058,Generation Z
Russian Federation,2013,male,5-14 years,111,7327888,0.0,2297128039058,Generation Z
Russian Federation,2013,female,5-14 years,54,6979537,0.0,2297128039058,Generation Z
Russian Federation,2014,male,75+ years,1597,2349484,0.0,2063662665172,Generation A
Russian Federation,2014,male,25-34 years,5276,12057910,0.0,2063662665172,Millennials
Russian Federation,2014,male,35-54 years,815,19484117,0.0,2063662665172,Generation X
Russian Federation,2014,male,55-74 years,451,11808589,0.0,2063662665172,Boomers
Russian Federation,2014,male,15-24 years,2311,8908926,0.0,2063662665172,Generation Z
Russian Federation,2014,female,75+ years,119,6355318,0.0,2063662665172,Generation A
Russian Federation,2014,female,55-74 years,115,17517861,0.0,2063662665172,Boomers
Russian Federation,2014,female,35-54 years,1297,21385188,0.0,2063662665172,Generation X
Russian Federation,2014,female,25-34 years,723,11984461,0.0,2063662665172,Millennials
Russian Federation,2014,female,15-24 years,467,8554683,0.0,2063662665172,Generation Z
Russian Federation,2014,male,5-14 years,96,7327888,0.0,2063662665172,Generation Z
Russian Federation,2014,female,5-14 years,44,6979537,0.0,2063662665172,Generation Z
Russian Federation,2015,male,75+ years,1519,2608590,0.0,1368400705491,Generation A
Russian Federation,2015,male,35-54 years,7898,19598084,0.0,1368400705491,Generation X
Russian Federation,2015,male,25-34 years,4994,12407057,0.0,1368400705491,Millennials
Russian Federation,2015,male,55-74 years,4443,12564884,0.0,1368400705491,Boomers
Russian Federation,2015,male,15-24 years,1928,7995706,0.0,1368400705491,Generation Z
Russian Federation,2015,female,75+ years,953,6957819,0.0,1368400705491,Generation A
Russian Federation,2015,female,35-54 years,1391,21387236,0.0,1368400705491,Generation X
Russian Federation,2015,female,25-34 years,73,12264840,0.0,1368400705491,Millennials
Russian Federation,2015,female,55-74 years,162,18280577,0.0,1368400705491,Boomers
Russian Federation,2015,female,15-24 years,378,7653174,0.0,1368400705491,Generation Z
Russian Federation,2015,male,5-14 years,79,7836667,0.0,1368400705491,Generation Z
Russian Federation,2015,female,5-14 years,57,7464309,0.0,1368400705491,Generation Z
Saint Kitts and Nevis,1990,female,15-24 years,0,4900,0.0,208740444,Generation X
Saint Kitts and Nevis,1990,female,25-34 years,0,2600,0.0,208740444,Generation X
Saint Kitts and Nevis,1990,female,35-54 years,0,2900,0.0,208740444,Boomers
Saint Kitts and Nevis,1990,female,5-14 years,0,5700,0.0,208740444,Millennials
Saint Kitts and Nevis,1990,female,55-74 years,0,3300,0.0,208740444,Silent
Saint Kitts and Nevis,1990,female,75+ years,0,1000,0.0,208740444,Generation A
Saint Kitts and Nevis,1990,male,15-24 years,0,4900,0.0,208740444,Generation X
Saint Kitts and Nevis,1990,male,25-34 years,0,2400,0.0,208740444,Generation X
Saint Kitts and Nevis,1990,male,35-54 years,0,2400,0.0,208740444,Boomers
Saint Kitts and Nevis,1990,male,5-14 years,0,6000,0.0,208740444,Millennials
Saint Kitts and Nevis,1990,male,55-74 years,0,2500,0.0,208740444,Silent
Saint Kitts and Nevis,1990,male,75+ years,0,500,0.0,208740444,Generation A
Saint Kitts and Nevis,1991,female,15-24 years,0,4900,0.0,209880963,Generation X
Saint Kitts and Nevis,1991,female,25-34 years,0,2600,0.0,209880963,Generation X
Saint Kitts and Nevis,1991,female,35-54 years,0,2900,0.0,209880963,Boomers
Saint Kitts and Nevis,1991,female,5-14 years,0,5700,0.0,209880963,Millennials
Saint Kitts and Nevis,1991,female,55-74 years,0,3300,0.0,209880963,Silent
Saint Kitts and Nevis,1991,female,75+ years,0,1000,0.0,209880963,Generation A
Saint Kitts and Nevis,1991,male,15-24 years,0,4900,0.0,209880963,Generation X
Saint Kitts and Nevis,1991,male,25-34 years,0,2400,0.0,209880963,Generation X
Saint Kitts and Nevis,1991,male,35-54 years,0,2400,0.0,209880963,Boomers
Saint Kitts and Nevis,1991,male,5-14 years,0,6000,0.0,209880963,Millennials
Saint Kitts and Nevis,1991,male,55-74 years,0,2500,0.0,209880963,Silent
Saint Kitts and Nevis,1991,male,75+ years,0,500,0.0,209880963,Generation A
Saint Kitts and Nevis,1992,female,15-24 years,0,4900,0.0,229434519,Generation X
Saint Kitts and Nevis,1992,female,25-34 years,0,2600,0.0,229434519,Generation X
Saint Kitts and Nevis,1992,female,35-54 years,0,2900,0.0,229434519,Boomers
Saint Kitts and Nevis,1992,female,5-14 years,0,5700,0.0,229434519,Millennials
Saint Kitts and Nevis,1992,female,55-74 years,0,3300,0.0,229434519,Silent
Saint Kitts and Nevis,1992,female,75+ years,0,1000,0.0,229434519,Generation A
Saint Kitts and Nevis,1992,male,15-24 years,0,4900,0.0,229434519,Generation X
Saint Kitts and Nevis,1992,male,25-34 years,0,2400,0.0,229434519,Generation X
Saint Kitts and Nevis,1992,male,35-54 years,0,2400,0.0,229434519,Boomers
Saint Kitts and Nevis,1992,male,5-14 years,0,6000,0.0,229434519,Millennials
Saint Kitts and Nevis,1992,male,55-74 years,0,2500,0.0,229434519,Silent
Saint Kitts and Nevis,1992,male,75+ years,0,500,0.0,229434519,Generation A
Saint Lucia,1986,male,35-54 years,3,8300,0.0,289689704,Boomers
Saint Lucia,1986,male,25-34 years,2,8400,0.0,289689704,Boomers
Saint Lucia,1986,female,15-24 years,0,14800,0.0,289689704,Generation X
Saint Lucia,1986,female,25-34 years,0,9700,0.0,289689704,Boomers
Saint Lucia,1986,female,35-54 years,0,9800,0.0,289689704,Boomers
Saint Lucia,1986,female,5-14 years,0,15200,0.0,289689704,Millennials
Saint Lucia,1986,female,55-74 years,0,6300,0.0,289689704,Silent
Saint Lucia,1986,female,75+ years,0,1600,0.0,289689704,Generation A
Saint Lucia,1986,male,15-24 years,0,14600,0.0,289689704,Generation X
Saint Lucia,1986,male,5-14 years,0,15400,0.0,289689704,Millennials
Saint Lucia,1986,male,55-74 years,0,4900,0.0,289689704,Silent
Saint Lucia,1986,male,75+ years,0,1000,0.0,289689704,Generation A
Saint Lucia,1987,male,55-74 years,3,4900,0.0,319998987,Silent
Saint Lucia,1987,male,25-34 years,3,8900,0.0,319998987,Boomers
Saint Lucia,1987,male,35-54 years,2,8700,0.0,319998987,Boomers
Saint Lucia,1987,male,15-24 years,2,14600,0.0,319998987,Generation X
Saint Lucia,1987,female,25-34 years,1,10200,0.0,319998987,Boomers
Saint Lucia,1987,female,15-24 years,0,14800,0.0,319998987,Generation X
Saint Lucia,1987,female,35-54 years,0,10000,0.0,319998987,Boomers
Saint Lucia,1987,female,5-14 years,0,15000,0.0,319998987,Millennials
Saint Lucia,1987,female,55-74 years,0,6300,0.0,319998987,Silent
Saint Lucia,1987,female,75+ years,0,1600,0.0,319998987,Generation A
Saint Lucia,1987,male,5-14 years,0,15300,0.0,319998987,Millennials
Saint Lucia,1987,male,75+ years,0,1000,0.0,319998987,Generation A
Saint Lucia,1988,female,75+ years,1,1600,0.0,366541091,Generation A
Saint Lucia,1988,male,55-74 years,2,4900,0.0,366541091,Silent
Saint Lucia,1988,female,55-74 years,2,6300,0.0,366541091,Silent
Saint Lucia,1988,male,35-54 years,2,8800,0.0,366541091,Boomers
Saint Lucia,1988,male,25-34 years,1,9000,0.0,366541091,Boomers
Saint Lucia,1988,male,15-24 years,1,14800,0.0,366541091,Generation X
Saint Lucia,1988,female,5-14 years,1,15300,0.0,366541091,Millennials
Saint Lucia,1988,female,15-24 years,0,15000,0.0,366541091,Generation X
Saint Lucia,1988,female,25-34 years,0,10400,0.0,366541091,Boomers
Saint Lucia,1988,female,35-54 years,0,10200,0.0,366541091,Boomers
Saint Lucia,1988,male,5-14 years,0,15700,0.0,366541091,Millennials
Saint Lucia,1988,male,75+ years,0,1000,0.0,366541091,Generation A
Saint Lucia,1989,male,55-74 years,2,6532,0.0,415518112,Silent
Saint Lucia,1989,female,55-74 years,1,7188,0.0,415518112,Silent
Saint Lucia,1989,male,25-34 years,1,9610,0.0,415518112,Boomers
Saint Lucia,1989,female,25-34 years,1,10069,0.0,415518112,Boomers
Saint Lucia,1989,male,35-54 years,1,10292,0.0,415518112,Boomers
Saint Lucia,1989,male,15-24 years,1,13777,0.0,415518112,Generation X
Saint Lucia,1989,female,15-24 years,1,14172,0.0,415518112,Generation X
Saint Lucia,1989,female,35-54 years,0,10657,0.0,415518112,Boomers
Saint Lucia,1989,female,5-14 years,0,16416,0.0,415518112,Millennials
Saint Lucia,1989,female,75+ years,0,1924,0.0,415518112,Generation A
Saint Lucia,1989,male,5-14 years,0,16552,0.0,415518112,Millennials
Saint Lucia,1989,male,75+ years,0,1377,0.0,415518112,Generation A
Saint Lucia,1990,male,25-34 years,1,9974,0.0,483962431,Generation X
Saint Lucia,1990,female,25-34 years,1,10489,0.0,483962431,Generation X
Saint Lucia,1990,male,15-24 years,1,13592,0.0,483962431,Generation X
Saint Lucia,1990,female,15-24 years,0,14116,0.0,483962431,Generation X
Saint Lucia,1990,female,35-54 years,0,10814,0.0,483962431,Boomers
Saint Lucia,1990,female,5-14 years,0,16405,0.0,483962431,Millennials
Saint Lucia,1990,female,55-74 years,0,7433,0.0,483962431,Silent
Saint Lucia,1990,female,75+ years,0,2160,0.0,483962431,Generation A
Saint Lucia,1990,male,35-54 years,0,10663,0.0,483962431,Boomers
Saint Lucia,1990,male,5-14 years,0,16448,0.0,483962431,Millennials
Saint Lucia,1990,male,55-74 years,0,6879,0.0,483962431,Silent
Saint Lucia,1990,male,75+ years,0,1564,0.0,483962431,Generation A
Saint Lucia,1991,male,75+ years,1,1687,0.0,513753818,Generation A
Saint Lucia,1991,male,25-34 years,2,10359,0.0,513753818,Generation X
Saint Lucia,1991,male,35-54 years,2,11009,0.0,513753818,Boomers
Saint Lucia,1991,male,15-24 years,1,13648,0.0,513753818,Generation X
Saint Lucia,1991,female,15-24 years,0,14156,0.0,513753818,Generation X
Saint Lucia,1991,female,25-34 years,0,10923,0.0,513753818,Generation X
Saint Lucia,1991,female,35-54 years,0,11148,0.0,513753818,Boomers
Saint Lucia,1991,female,5-14 years,0,16468,0.0,513753818,Millennials
Saint Lucia,1991,female,55-74 years,0,7433,0.0,513753818,Silent
Saint Lucia,1991,female,75+ years,0,2309,0.0,513753818,Generation A
Saint Lucia,1991,male,5-14 years,0,16437,0.0,513753818,Millennials
Saint Lucia,1991,male,55-74 years,0,6919,0.0,513753818,Silent
Saint Lucia,1992,male,35-54 years,7,11354,0.0,566894749,Boomers
Saint Lucia,1992,male,15-24 years,3,13607,0.0,566894749,Generation X
Saint Lucia,1992,male,55-74 years,1,6939,0.0,566894749,Silent
Saint Lucia,1992,female,15-24 years,0,14112,0.0,566894749,Generation X
Saint Lucia,1992,female,25-34 years,0,11288,0.0,566894749,Generation X
Saint Lucia,1992,female,35-54 years,0,11519,0.0,566894749,Boomers
Saint Lucia,1992,female,5-14 years,0,16583,0.0,566894749,Millennials
Saint Lucia,1992,female,55-74 years,0,7421,0.0,566894749,Silent
Saint Lucia,1992,female,75+ years,0,2460,0.0,566894749,Generation A
Saint Lucia,1992,male,25-34 years,0,10682,0.0,566894749,Generation X
Saint Lucia,1992,male,5-14 years,0,16444,0.0,566894749,Millennials
Saint Lucia,1992,male,75+ years,0,1814,0.0,566894749,Generation A
Saint Lucia,1993,male,35-54 years,5,11725,0.0,574870405,Boomers
Saint Lucia,1993,male,25-34 years,2,10951,0.0,574870405,Generation X
Saint Lucia,1993,male,55-74 years,1,6955,0.0,574870405,Silent
Saint Lucia,1993,female,15-24 years,0,14011,0.0,574870405,Generation X
Saint Lucia,1993,female,25-34 years,0,11591,0.0,574870405,Generation X
Saint Lucia,1993,female,35-54 years,0,11946,0.0,574870405,Boomers
Saint Lucia,1993,female,5-14 years,0,16743,0.0,574870405,Millennials
Saint Lucia,1993,female,55-74 years,0,7403,0.0,574870405,Silent
Saint Lucia,1993,female,75+ years,0,2603,0.0,574870405,Generation A
Saint Lucia,1993,male,15-24 years,0,13501,0.0,574870405,Generation X
Saint Lucia,1993,male,5-14 years,0,16487,0.0,574870405,Millennials
Saint Lucia,1993,male,75+ years,0,1930,0.0,574870405,Generation A
Saint Lucia,1994,male,35-54 years,2,12160,0.0,600005564,Boomers
Saint Lucia,1994,male,15-24 years,2,13371,0.0,600005564,Generation X
Saint Lucia,1994,female,15-24 years,2,13897,0.0,600005564,Generation X
Saint Lucia,1994,female,25-34 years,0,11849,0.0,600005564,Generation X
Saint Lucia,1994,female,35-54 years,0,12434,0.0,600005564,Boomers
Saint Lucia,1994,female,5-14 years,0,16932,0.0,600005564,Millennials
Saint Lucia,1994,female,55-74 years,0,7403,0.0,600005564,Silent
Saint Lucia,1994,female,75+ years,0,2738,0.0,600005564,Generation A
Saint Lucia,1994,male,25-34 years,0,11172,0.0,600005564,Generation X
Saint Lucia,1994,male,5-14 years,0,16577,0.0,600005564,Millennials
Saint Lucia,1994,male,55-74 years,0,6985,0.0,600005564,Silent
Saint Lucia,1994,male,75+ years,0,2039,0.0,600005564,Generation A
Saint Lucia,1995,male,25-34 years,4,11345,0.0,640449501,Generation X
Saint Lucia,1995,male,35-54 years,3,12673,0.0,640449501,Boomers
Saint Lucia,1995,male,15-24 years,2,13265,0.0,640449501,Generation X
Saint Lucia,1995,female,35-54 years,1,12984,0.0,640449501,Boomers
Saint Lucia,1995,female,15-24 years,0,13807,0.0,640449501,Generation X
Saint Lucia,1995,female,25-34 years,0,12065,0.0,640449501,Generation X
Saint Lucia,1995,female,5-14 years,0,17137,0.0,640449501,Millennials
Saint Lucia,1995,female,55-74 years,0,7428,0.0,640449501,Silent
Saint Lucia,1995,female,75+ years,0,2867,0.0,640449501,Generation A
Saint Lucia,1995,male,5-14 years,0,16723,0.0,640449501,Millennials
Saint Lucia,1995,male,55-74 years,0,7035,0.0,640449501,Silent
Saint Lucia,1995,male,75+ years,0,2137,0.0,640449501,Generation A
Saint Lucia,1996,male,25-34 years,2,11467,0.0,662196185,Generation X
Saint Lucia,1996,male,35-54 years,2,13179,0.0,662196185,Boomers
Saint Lucia,1996,male,15-24 years,2,13444,0.0,662196185,Millennials
Saint Lucia,1996,female,55-74 years,1,7391,0.0,662196185,Silent
Saint Lucia,1996,female,15-24 years,0,13973,0.0,662196185,Millennials
Saint Lucia,1996,female,25-34 years,0,12240,0.0,662196185,Generation X
Saint Lucia,1996,female,35-54 years,0,13551,0.0,662196185,Boomers
Saint Lucia,1996,female,5-14 years,0,17327,0.0,662196185,Millennials
Saint Lucia,1996,female,75+ years,0,2971,0.0,662196185,Generation A
Saint Lucia,1996,male,5-14 years,0,16888,0.0,662196185,Millennials
Saint Lucia,1996,male,55-74 years,0,6966,0.0,662196185,Silent
Saint Lucia,1996,male,75+ years,0,2224,0.0,662196185,Generation A
Saint Lucia,1997,male,75+ years,1,2293,0.0,676949594,Generation A
Saint Lucia,1997,male,55-74 years,2,6918,0.0,676949594,Silent
Saint Lucia,1997,male,35-54 years,3,13783,0.0,676949594,Boomers
Saint Lucia,1997,male,15-24 years,2,13692,0.0,676949594,Millennials
Saint Lucia,1997,male,25-34 years,1,11568,0.0,676949594,Generation X
Saint Lucia,1997,female,15-24 years,0,14193,0.0,676949594,Millennials
Saint Lucia,1997,female,25-34 years,0,12385,0.0,676949594,Generation X
Saint Lucia,1997,female,35-54 years,0,14183,0.0,676949594,Boomers
Saint Lucia,1997,female,5-14 years,0,17456,0.0,676949594,Millennials
Saint Lucia,1997,female,55-74 years,0,7376,0.0,676949594,Silent
Saint Lucia,1997,female,75+ years,0,3067,0.0,676949594,Generation A
Saint Lucia,1997,male,5-14 years,0,17053,0.0,676949594,Millennials
Saint Lucia,1998,male,75+ years,1,2345,0.0,737554872,Generation A
Saint Lucia,1998,female,75+ years,1,3134,0.0,737554872,Generation A
Saint Lucia,1998,male,25-34 years,2,11650,0.0,737554872,Generation X
Saint Lucia,1998,male,35-54 years,2,14443,0.0,737554872,Boomers
Saint Lucia,1998,female,35-54 years,2,14857,0.0,737554872,Boomers
Saint Lucia,1998,female,15-24 years,0,14463,0.0,737554872,Millennials
Saint Lucia,1998,female,25-34 years,0,12506,0.0,737554872,Generation X
Saint Lucia,1998,female,5-14 years,0,17514,0.0,737554872,Millennials
Saint Lucia,1998,female,55-74 years,0,7399,0.0,737554872,Silent
Saint Lucia,1998,male,15-24 years,0,13997,0.0,737554872,Millennials
Saint Lucia,1998,male,5-14 years,0,17192,0.0,737554872,Millennials
Saint Lucia,1998,male,55-74 years,0,6900,0.0,737554872,Silent
Saint Lucia,1999,male,55-74 years,2,6904,0.0,775934813,Silent
Saint Lucia,1999,male,25-34 years,3,11720,0.0,775934813,Generation X
Saint Lucia,1999,male,15-24 years,1,14330,0.0,775934813,Millennials
Saint Lucia,1999,female,15-24 years,1,14777,0.0,775934813,Millennials
Saint Lucia,1999,male,35-54 years,1,15112,0.0,775934813,Boomers
Saint Lucia,1999,female,25-34 years,0,12606,0.0,775934813,Generation X
Saint Lucia,1999,female,35-54 years,0,15542,0.0,775934813,Boomers
Saint Lucia,1999,female,5-14 years,0,17512,0.0,775934813,Millennials
Saint Lucia,1999,female,55-74 years,0,7454,0.0,775934813,Silent
Saint Lucia,1999,female,75+ years,0,3184,0.0,775934813,Generation A
Saint Lucia,1999,male,5-14 years,0,17291,0.0,775934813,Millennials
Saint Lucia,1999,male,75+ years,0,2381,0.0,775934813,Generation A
Saint Lucia,2000,male,75+ years,2,2398,0.6829999999999999,784159229,Generation A
Saint Lucia,2000,male,55-74 years,3,6940,0.6829999999999999,784159229,Silent
Saint Lucia,2000,male,25-34 years,3,11783,0.6829999999999999,784159229,Generation X
Saint Lucia,2000,female,55-74 years,1,7546,0.6829999999999999,784159229,Silent
Saint Lucia,2000,male,35-54 years,2,15752,0.6829999999999999,784159229,Generation X
Saint Lucia,2000,female,25-34 years,1,12690,0.6829999999999999,784159229,Generation X
Saint Lucia,2000,female,35-54 years,1,16209,0.6829999999999999,784159229,Generation X
Saint Lucia,2000,male,5-14 years,1,17324,0.6829999999999999,784159229,Millennials
Saint Lucia,2000,female,15-24 years,0,15127,0.6829999999999999,784159229,Millennials
Saint Lucia,2000,female,5-14 years,0,17444,0.6829999999999999,784159229,Millennials
Saint Lucia,2000,female,75+ years,0,3209,0.6829999999999999,784159229,Generation A
Saint Lucia,2000,male,15-24 years,0,14678,0.6829999999999999,784159229,Millennials
Saint Lucia,2001,male,25-34 years,3,11897,0.0,743808076,Generation X
Saint Lucia,2001,male,55-74 years,1,6930,0.0,743808076,Boomers
Saint Lucia,2001,male,15-24 years,2,15031,0.0,743808076,Millennials
Saint Lucia,2001,male,35-54 years,1,16328,0.0,743808076,Generation X
Saint Lucia,2001,female,15-24 years,0,15489,0.0,743808076,Millennials
Saint Lucia,2001,female,25-34 years,0,12789,0.0,743808076,Generation X
Saint Lucia,2001,female,35-54 years,0,16825,0.0,743808076,Generation X
Saint Lucia,2001,female,5-14 years,0,17304,0.0,743808076,Generation Z
Saint Lucia,2001,female,55-74 years,0,7625,0.0,743808076,Boomers
Saint Lucia,2001,female,75+ years,0,3227,0.0,743808076,Generation A
Saint Lucia,2001,male,5-14 years,0,17284,0.0,743808076,Generation Z
Saint Lucia,2001,male,75+ years,0,2437,0.0,743808076,Generation A
Saint Lucia,2002,male,75+ years,2,2451,0.0,748346606,Generation A
Saint Lucia,2002,female,75+ years,1,3217,0.0,748346606,Generation A
Saint Lucia,2002,male,25-34 years,2,12017,0.0,748346606,Generation X
Saint Lucia,2002,male,55-74 years,1,6972,0.0,748346606,Boomers
Saint Lucia,2002,male,15-24 years,2,15388,0.0,748346606,Millennials
Saint Lucia,2002,female,55-74 years,1,7756,0.0,748346606,Boomers
Saint Lucia,2002,female,15-24 years,1,15885,0.0,748346606,Millennials
Saint Lucia,2002,male,35-54 years,1,16874,0.0,748346606,Generation X
Saint Lucia,2002,female,35-54 years,1,17427,0.0,748346606,Generation X
Saint Lucia,2002,female,25-34 years,0,12889,0.0,748346606,Generation X
Saint Lucia,2002,female,5-14 years,0,17117,0.0,748346606,Generation Z
Saint Lucia,2002,male,5-14 years,0,17175,0.0,748346606,Generation Z
Saint Lucia,2003,male,75+ years,1,2427,0.0,823837141,Generation A
Saint Lucia,2003,female,75+ years,1,3171,0.0,823837141,Generation A
Saint Lucia,2003,male,25-34 years,2,12157,0.0,823837141,Generation X
Saint Lucia,2003,male,55-74 years,1,7068,0.0,823837141,Boomers
Saint Lucia,2003,female,15-24 years,2,16282,0.0,823837141,Millennials
Saint Lucia,2003,male,15-24 years,1,15746,0.0,823837141,Millennials
Saint Lucia,2003,male,35-54 years,1,17412,0.0,823837141,Generation X
Saint Lucia,2003,female,35-54 years,1,18027,0.0,823837141,Generation X
Saint Lucia,2003,female,25-34 years,0,13004,0.0,823837141,Generation X
Saint Lucia,2003,female,5-14 years,0,16898,0.0,823837141,Generation Z
Saint Lucia,2003,female,55-74 years,0,7937,0.0,823837141,Boomers
Saint Lucia,2003,male,5-14 years,0,16998,0.0,823837141,Generation Z
Saint Lucia,2004,male,55-74 years,2,7220,0.0,893107211,Boomers
Saint Lucia,2004,male,35-54 years,4,17965,0.0,893107211,Generation X
Saint Lucia,2004,male,25-34 years,2,12342,0.0,893107211,Generation X
Saint Lucia,2004,female,15-24 years,0,16645,0.0,893107211,Millennials
